-182.644, 71.924, 2.377,  4.603
-182.632, 71.845, 2.384,  4.636
-182.619, 71.767, 2.392,  4.669
-182.607, 71.688, 2.400,  4.702
-182.594, 71.609, 2.406,  4.735
-182.582, 71.529, 2.414,  4.768
-182.569, 71.449, 2.421,  4.801
-182.557, 71.369, 2.428,  4.834
-182.545, 71.289, 2.435,  4.867
-182.532, 71.209, 2.443,  4.900
-182.520, 71.128, 2.451,  4.933
-182.507, 71.047, 2.458,  4.966
-182.495, 70.966, 2.465,  4.999
-182.483, 70.885, 2.473,  5.032
-182.470, 70.803, 2.482,  5.065
-182.458, 70.721, 2.489,  5.098
-182.445, 70.639, 2.496,  5.131
-182.433, 70.556, 2.503,  5.164
-182.421, 70.474, 2.512,  5.197
-182.409, 70.390, 2.520,  5.230
-182.396, 70.307, 2.527,  5.263
-182.384, 70.224, 2.534,  5.296
-182.372, 70.140, 2.543,  5.329
-182.359, 70.056, 2.552,  5.362
-182.347, 69.971, 2.559,  5.395
-182.335, 69.887, 2.567,  5.428
-182.323, 69.802, 2.575,  5.461
-182.311, 69.717, 2.583,  5.494
-182.299, 69.631, 2.591,  5.527
-182.287, 69.545, 2.599,  5.560
-182.275, 69.459, 2.607,  5.593
-182.263, 69.373, 2.615,  5.626
-182.251, 69.287, 2.624,  5.659
-182.239, 69.200, 2.633,  5.692
-182.227, 69.113, 2.640,  5.725
-182.215, 69.025, 2.649,  5.758
-182.203, 68.937, 2.657,  5.791
-182.191, 68.849, 2.665,  5.824
-182.179, 68.761, 2.674,  5.857
-182.168, 68.673, 2.683,  5.890
-182.156, 68.584, 2.691,  5.923
-182.144, 68.495, 2.700,  5.956
-182.133, 68.405, 2.708,  5.989
-182.121, 68.315, 2.717,  6.022
-182.110, 68.225, 2.725,  6.055
-182.098, 68.135, 2.733,  6.088
-182.087, 68.044, 2.743,  6.121
-182.075, 67.953, 2.753,  6.154
-182.064, 67.862, 2.761,  6.187
-182.053, 67.770, 2.769,  6.220
-182.041, 67.679, 2.778,  6.253
-182.030, 67.586, 2.787,  6.286
-182.019, 67.494, 2.796,  6.319
-182.008, 67.401, 2.806,  6.352
-181.997, 67.308, 2.814,  6.385
-181.986, 67.215, 2.823,  6.418
-181.975, 67.121, 2.832,  6.451
-181.964, 67.027, 2.842,  6.484
-181.953, 66.933, 2.851,  6.517
-181.943, 66.838, 2.860,  6.550
-181.932, 66.743, 2.869,  6.583
-181.921, 66.648, 2.878,  6.616
-181.911, 66.552, 2.888,  6.649
-181.900, 66.456, 2.897,  6.682
-181.890, 66.360, 2.907,  6.715
-181.880, 66.263, 2.916,  6.748
-181.869, 66.166, 2.925,  6.781
-181.859, 66.069, 2.935,  6.814
-181.849, 65.972, 2.945,  6.847
-181.839, 65.874, 2.954,  6.880
-181.829, 65.776, 2.963,  6.913
-181.819, 65.677, 2.973,  6.946
-181.809, 65.578, 2.983,  6.979
-181.799, 65.479, 2.993,  7.012
-181.790, 65.379, 3.002,  7.045
-181.780, 65.280, 3.012,  7.078
-181.770, 65.179, 3.022,  7.111
-181.761, 65.079, 3.032,  7.144
-181.751, 64.978, 3.042,  7.177
-181.742, 64.877, 3.051,  7.210
-181.733, 64.775, 3.061,  7.243
-181.724, 64.673, 3.072,  7.276
-181.714, 64.571, 3.083,  7.309
-181.705, 64.468, 3.092,  7.342
-181.697, 64.365, 3.101,  7.375
-181.688, 64.262, 3.112,  7.408
-181.679, 64.158, 3.123,  7.441
-181.670, 64.054, 3.133,  7.474
-181.662, 63.950, 3.143,  7.507
-181.653, 63.845, 3.153,  7.540
-181.645, 63.740, 3.164,  7.573
-181.636, 63.635, 3.174,  7.606
-181.628, 63.529, 3.184,  7.639
-181.620, 63.423, 3.195,  7.672
-181.612, 63.317, 3.205,  7.705
-181.604, 63.210, 3.216,  7.738
-181.596, 63.103, 3.227,  7.771
-181.588, 62.995, 3.238,  7.804
-181.580, 62.887, 3.248,  7.837
-181.572, 62.779, 3.259,  7.870
-181.565, 62.670, 3.270,  7.903
-181.557, 62.561, 3.280,  7.936
-181.550, 62.452, 3.290,  7.969
-181.543, 62.342, 3.302,  8.002
-181.536, 62.232, 3.313,  8.035
-181.528, 62.121, 3.323,  8.068
-181.521, 62.011, 3.335,  8.101
-181.514, 61.899, 3.346,  8.134
-181.508, 61.788, 3.357,  8.167
-181.501, 61.676, 3.367,  8.200
-181.494, 61.563, 3.379,  8.233
-181.488, 61.451, 3.391,  8.266
-181.481, 61.338, 3.402,  8.299
-181.475, 61.224, 3.412,  8.332
-181.469, 61.110, 3.423,  8.365
-181.462, 60.996, 3.436,  8.398
-181.456, 60.881, 3.447,  8.431
-181.450, 60.766, 3.458,  8.464
-181.444, 60.651, 3.469,  8.497
-181.439, 60.535, 3.481,  8.530
-181.433, 60.419, 3.493,  8.563
-181.427, 60.302, 3.504,  8.596
-181.422, 60.185, 3.516,  8.629
-181.416, 60.068, 3.528,  8.662
-181.411, 59.950, 3.539,  8.695
-181.406, 59.832, 3.551,  8.728
-181.401, 59.713, 3.563,  8.761
-181.396, 59.594, 3.575,  8.794
-181.391, 59.475, 3.587,  8.827
-181.386, 59.355, 3.599,  8.860
-181.381, 59.235, 3.611,  8.893
-181.376, 59.114, 3.623,  8.926
-181.372, 58.993, 3.635,  8.959
-181.367, 58.872, 3.647,  8.992
-181.363, 58.750, 3.659,  9.025
-181.359, 58.628, 3.671,  9.058
-181.355, 58.506, 3.682,  9.091
-181.351, 58.383, 3.695,  9.124
-181.347, 58.259, 3.708,  9.157
-181.343, 58.135, 3.720,  9.190
-181.339, 58.011, 3.732,  9.223
-181.335, 57.886, 3.744,  9.256
-181.331, 57.761, 3.757,  9.289
-181.328, 57.636, 3.769,  9.322
-181.324, 57.510, 3.782,  9.355
-181.321, 57.383, 3.795,  9.388
-181.318, 57.257, 3.807,  9.421
-181.315, 57.130, 3.820,  9.454
-181.312, 57.002, 3.833,  9.487
-181.309, 56.874, 3.845,  9.520
-181.306, 56.745, 3.858,  9.553
-181.303, 56.616, 3.871,  9.586
-181.300, 56.487, 3.884,  9.619
-181.298, 56.357, 3.897,  9.652
-181.295, 56.227, 3.909,  9.685
-181.292, 56.097, 3.922,  9.718
-181.290, 55.966, 3.935,  9.751
-181.288, 55.834, 3.949,  9.784
-181.286, 55.702, 3.962,  9.817
-181.283, 55.570, 3.975,  9.850
-181.281, 55.437, 3.987,  9.883
-181.279, 55.304, 4.001,  9.916
-181.278, 55.170, 4.015,  9.949
-181.276, 55.036, 4.028,  9.982
-181.274, 54.901, 4.041, 10.015
-181.272, 54.766, 4.054, 10.048
-181.271, 54.631, 4.068, 10.081
-181.269, 54.495, 4.082, 10.114
-181.268, 54.358, 4.095, 10.147
-181.267, 54.222, 4.108, 10.180
-181.265, 54.084, 4.122, 10.213
-181.264, 53.946, 4.136, 10.246
-181.263, 53.808, 4.149, 10.279
-181.262, 53.670, 4.162, 10.312
-181.261, 53.531, 4.176, 10.345
-181.260, 53.391, 4.191, 10.378
-181.259, 53.251, 4.205, 10.411
-181.259, 53.110, 4.218, 10.444
-181.258, 52.969, 4.232, 10.477
-181.257, 52.828, 4.246, 10.510
-181.257, 52.686, 4.260, 10.543
-181.256, 52.544, 4.275, 10.576
-181.256, 52.401, 4.288, 10.609
-181.256, 52.258, 4.303, 10.642
-181.255, 52.114, 4.317, 10.675
-181.255, 51.970, 4.331, 10.708
-181.255, 51.825, 4.345, 10.741
-181.255, 51.680, 4.360, 10.774
-181.255, 51.534, 4.374, 10.807
-181.255, 51.388, 4.388, 10.840
-181.255, 51.241, 4.403, 10.873
-181.255, 51.094, 4.418, 10.906
-181.255, 50.946, 4.433, 10.939
-181.256, 50.798, 4.447, 10.972
-181.256, 50.650, 4.461, 11.005
-181.256, 50.501, 4.476, 11.038
-181.257, 50.351, 4.492, 11.071
-181.257, 50.201, 4.507, 11.104
-181.258, 50.050, 4.521, 11.137
-181.258, 49.899, 4.536, 11.170
-181.259, 49.748, 4.552, 11.203
-181.259, 49.595, 4.567, 11.236
-181.260, 49.443, 4.581, 11.269
-181.261, 49.290, 4.596, 11.302
-181.261, 49.136, 4.613, 11.335
-181.262, 48.982, 4.628, 11.368
-181.263, 48.827, 4.642, 11.401
-181.264, 48.672, 4.658, 11.434
-181.265, 48.517, 4.674, 11.467
-181.266, 48.360, 4.690, 11.500
-181.267, 48.204, 4.705, 11.533
-181.268, 48.046, 4.720, 11.566
-181.269, 47.889, 4.736, 11.599
-181.270, 47.730, 4.752, 11.632
-181.271, 47.572, 4.768, 11.665
-181.272, 47.412, 4.783, 11.698
-181.274, 47.252, 4.798, 11.731
-181.275, 47.092, 4.815, 11.764
-181.276, 46.931, 4.832, 11.797
-181.277, 46.770, 4.847, 11.830
-181.279, 46.608, 4.863, 11.863
-181.280, 46.445, 4.880, 11.896
-181.281, 46.282, 4.896, 11.929
-181.283, 46.119, 4.912, 11.962
-181.284, 45.954, 4.928, 11.995
-181.285, 45.790, 4.945, 12.028
-181.287, 45.624, 4.962, 12.061
-181.288, 45.459, 4.978, 12.094
-181.290, 45.292, 4.994, 12.127
-181.291, 45.125, 5.011, 12.160
-181.293, 44.958, 5.029, 12.193
-181.294, 44.790, 5.045, 12.226
-181.296, 44.621, 5.060, 12.259
-181.297, 44.452, 5.077, 12.292
-181.299, 44.283, 5.095, 12.325
-181.300, 44.112, 5.112, 12.358
-181.302, 43.942, 5.120, 12.391
-181.303, 43.772, 5.110, 12.424
-181.305, 43.602, 5.100, 12.457
-181.307, 43.432, 5.105, 12.490
-181.308, 43.261, 5.129, 12.523
-181.310, 43.089, 5.165, 12.556
-181.311, 42.916, 5.202, 12.589
-181.313, 42.742, 5.228, 12.622
-181.314, 42.567, 5.242, 12.655
-181.316, 42.392, 5.253, 12.688
-181.318, 42.217, 5.267, 12.721
-181.319, 42.040, 5.288, 12.754
-181.321, 41.863, 5.314, 12.787
-181.322, 41.686, 5.339, 12.820
-181.324, 41.507, 5.359, 12.853
-181.325, 41.328, 5.376, 12.886
-181.327, 41.149, 5.393, 12.919
-181.328, 40.968, 5.412, 12.952
-181.330, 40.787, 5.433, 12.985
-181.331, 40.606, 5.454, 13.018
-181.333, 40.424, 5.474, 13.051
-181.335, 40.241, 5.492, 13.084
-181.336, 40.057, 5.511, 13.117
-181.338, 39.873, 5.530, 13.150
-181.339, 39.688, 5.550, 13.183
-181.340, 39.503, 5.569, 13.216
-181.342, 39.317, 5.589, 13.249
-181.343, 39.130, 5.608, 13.282
-181.345, 38.942, 5.627, 13.315
-181.346, 38.754, 5.646, 13.348
-181.348, 38.566, 5.665, 13.381
-181.349, 38.377, 5.685, 13.414
-181.350, 38.187, 5.704, 13.447
-181.352, 37.996, 5.723, 13.480
-181.353, 37.805, 5.743, 13.513
-181.354, 37.613, 5.763, 13.546
-181.356, 37.420, 5.783, 13.579
-181.357, 37.227, 5.802, 13.612
-181.358, 37.033, 5.821, 13.645
-181.360, 36.839, 5.841, 13.678
-181.361, 36.644, 5.861, 13.711
-181.362, 36.448, 5.881, 13.744
-181.363, 36.251, 5.900, 13.777
-181.364, 36.054, 5.920, 13.810
-181.366, 35.857, 5.940, 13.843
-181.367, 35.658, 5.959, 13.876
-181.368, 35.459, 5.980, 13.909
-181.369, 35.259, 6.000, 13.942
-181.370, 35.059, 6.020, 13.975
-181.371, 34.858, 6.040, 14.008
-181.372, 34.656, 6.060, 14.041
-181.373, 34.453, 6.080, 14.074
-181.374, 34.250, 6.101, 14.107
-181.375, 34.046, 6.122, 14.140
-181.376, 33.842, 6.142, 14.173
-181.377, 33.637, 6.163, 14.206
-181.377, 33.431, 6.183, 14.239
-181.378, 33.224, 6.204, 14.272
-181.379, 33.017, 6.225, 14.305
-181.380, 32.809, 6.246, 14.338
-181.381, 32.600, 6.267, 14.371
-181.381, 32.391, 6.287, 14.404
-181.382, 32.181, 6.309, 14.437
-181.383, 31.970, 6.330, 14.470
-181.383, 31.759, 6.351, 14.503
-181.384, 31.547, 6.372, 14.536
-181.385, 31.334, 6.393, 14.569
-181.385, 31.120, 6.414, 14.602
-181.386, 30.906, 6.436, 14.635
-181.386, 30.691, 6.458, 14.668
-181.387, 30.475, 6.480, 14.701
-181.387, 30.259, 6.501, 14.734
-181.388, 30.041, 6.522, 14.767
-181.388, 29.824, 6.544, 14.800
-181.389, 29.605, 6.566, 14.833
-181.389, 29.386, 6.588, 14.866
-181.389, 29.166, 6.610, 14.899
-181.390, 28.945, 6.632, 14.932
-181.390, 28.723, 6.654, 14.965
-181.390, 28.501, 6.677, 14.998
-181.391, 28.278, 6.699, 15.031
-181.391, 28.054, 6.721, 15.064
-181.391, 27.829, 6.744, 15.097
-181.391, 27.604, 6.766, 15.130
-181.391, 27.378, 6.789, 15.163
-181.391, 27.151, 6.811, 15.196
-181.392, 26.924, 6.834, 15.229
-181.392, 26.695, 6.856, 15.262
-181.392, 26.466, 6.879, 15.295
-181.392, 26.236, 6.902, 15.328
-181.392, 26.006, 6.925, 15.361
-181.392, 25.775, 6.948, 15.394
-181.392, 25.542, 6.971, 15.427
-181.392, 25.309, 6.994, 15.460
-181.392, 25.076, 7.018, 15.493
-181.392, 24.841, 7.041, 15.526
-181.391, 24.606, 7.064, 15.559
-181.391, 24.370, 7.087, 15.592
-181.391, 24.133, 7.111, 15.625
-181.391, 23.896, 7.136, 15.658
-181.391, 23.657, 7.159, 15.691
-181.391, 23.418, 7.182, 15.724
-181.390, 23.178, 7.206, 15.757
-181.390, 22.937, 7.231, 15.790
-181.390, 22.696, 7.255, 15.823
-181.389, 22.453, 7.279, 15.856
-181.389, 22.210, 7.303, 15.889
-181.389, 21.966, 7.328, 15.922
-181.389, 21.721, 7.352, 15.955
-181.388, 21.476, 7.377, 15.988
-181.388, 21.229, 7.401, 16.021
-181.387, 20.982, 7.425, 16.054
-181.387, 20.734, 7.450, 16.087
-181.387, 20.485, 7.475, 16.120
-181.386, 20.235, 7.500, 16.153
-181.386, 19.984, 7.525, 16.186
-181.385, 19.733, 7.550, 16.219
-181.385, 19.481, 7.575, 16.252
-181.384, 19.227, 7.600, 16.285
-181.384, 18.974, 7.625, 16.318
-181.383, 18.719, 7.651, 16.351
-181.383, 18.463, 7.676, 16.384
-181.382, 18.207, 7.701, 16.417
-181.382, 17.949, 7.727, 16.450
-181.381, 17.691, 7.753, 16.483
-181.381, 17.432, 7.779, 16.516
-181.380, 17.172, 7.805, 16.549
-181.379, 16.911, 7.830, 16.582
-181.379, 16.649, 7.857, 16.615
-181.378, 16.387, 7.883, 16.648
-181.377, 16.123, 7.909, 16.681
-181.377, 15.859, 7.934, 16.714
-181.376, 15.594, 7.961, 16.747
-181.376, 15.328, 7.989, 16.780
-181.375, 15.061, 8.015, 16.813
-181.374, 14.793, 8.041, 16.846
-181.374, 14.524, 8.068, 16.879
-181.373, 14.255, 8.095, 16.912
-181.372, 13.984, 8.122, 16.945
-181.371, 13.713, 8.150, 16.978
-181.371, 13.441, 8.177, 17.011
-181.370, 13.167, 8.204, 17.044
-181.369, 12.893, 8.231, 17.077
-181.369, 12.618, 8.258, 17.110
-181.368, 12.342, 8.286, 17.143
-181.367, 12.065, 8.314, 17.176
-181.366, 11.787, 8.342, 17.209
-181.366, 11.509, 8.370, 17.242
-181.365, 11.229, 8.398, 17.275
-181.364, 10.948, 8.426, 17.308
-181.363, 10.667, 8.454, 17.341
-181.363, 10.384, 8.482, 17.374
-181.362, 10.101, 8.510, 17.407
-181.361, 9.816, 8.539, 17.440
-181.360, 9.531, 8.567, 17.473
-181.359, 9.245, 8.596, 17.506
-181.359, 8.957, 8.624, 17.539
-181.358, 8.669, 8.653, 17.572
-181.357, 8.380, 8.682, 17.605
-181.356, 8.090, 8.712, 17.638
-181.355, 7.799, 8.740, 17.671
-181.354, 7.507, 8.769, 17.704
-181.354, 7.214, 8.798, 17.737
-181.353, 6.920, 8.827, 17.770
-181.352, 6.625, 8.857, 17.803
-181.351, 6.329, 8.887, 17.836
-181.350, 6.032, 8.917, 17.869
-181.349, 5.734, 8.947, 17.902
-181.349, 5.435, 8.976, 17.935
-181.348, 5.135, 9.006, 17.968
-181.347, 4.834, 9.036, 18.001
-181.346, 4.532, 9.066, 18.034
-181.345, 4.229, 9.097, 18.067
-181.344, 3.925, 9.127, 18.100
-181.343, 3.620, 9.158, 18.133
-181.342, 3.314, 9.188, 18.166
-181.342, 3.007, 9.219, 18.199
-181.341, 2.699, 9.250, 18.232
-181.340, 2.390, 9.281, 18.265
-181.339, 2.079, 9.313, 18.298
-181.338, 1.768, 9.343, 18.331
-181.337, 1.456, 9.373, 18.364
-181.336, 1.143, 9.405, 18.397
-181.335, 0.828, 9.437, 18.430
-181.334, 0.513, 9.469, 18.463
-181.333, 0.197, 9.501, 18.496
-181.332, -0.121, 9.532, 18.529
-181.332, -0.439, 9.563, 18.562
-181.331, -0.759, 9.595, 18.595
-181.330, -1.080, 9.628, 18.628
-181.329, -1.401, 9.660, 18.661
-181.328, -1.724, 9.692, 18.694
-181.327, -2.048, 9.724, 18.727
-181.326, -2.373, 9.757, 18.760
-181.325, -2.699, 9.790, 18.793
-181.324, -3.026, 9.822, 18.826
-181.323, -3.354, 9.855, 18.859
-181.322, -3.684, 9.888, 18.892
-181.321, -4.014, 9.922, 18.925
-181.320, -4.346, 9.955, 18.958
-181.319, -4.678, 9.988, 18.991
-181.318, -5.012, 10.020, 19.024
-181.317, -5.347, 10.053, 19.057
-181.316, -5.683, 10.087, 19.090
-181.315, -6.020, 10.121, 19.123
-181.314, -6.358, 10.156, 19.156
-181.313, -6.698, 10.189, 19.189
-181.312, -7.038, 10.223, 19.222
-181.311, -7.380, 10.257, 19.255
-181.309, -7.723, 10.292, 19.288
-181.308, -8.067, 10.327, 19.321
-181.307, -8.412, 10.361, 19.354
-181.306, -8.758, 10.395, 19.387
-181.305, -9.105, 10.430, 19.420
-181.304, -9.454, 10.465, 19.453
-181.303, -9.804, 10.500, 19.486
-181.302, -10.154, 10.535, 19.519
-181.301, -10.507, 10.570, 19.552
-181.299, -10.860, 10.605, 19.585
-181.298, -11.214, 10.641, 19.618
-181.297, -11.570, 10.676, 19.651
-181.296, -11.927, 10.712, 19.684
-181.295, -12.284, 10.748, 19.717
-181.294, -12.644, 10.784, 19.750
-181.292, -13.004, 10.819, 19.783
-181.291, -13.366, 10.855, 19.816
-181.290, -13.728, 10.893, 19.849
-181.289, -14.092, 10.930, 19.882
-181.287, -14.458, 10.966, 19.915
-181.286, -14.824, 11.001, 19.948
-181.285, -15.192, 11.038, 19.981
-181.284, -15.561, 11.076, 20.014
-181.282, -15.931, 11.113, 20.047
-181.281, -16.302, 11.150, 20.080
-181.280, -16.675, 11.187, 20.113
-181.278, -17.049, 11.225, 20.146
-181.277, -17.424, 11.262, 20.179
-181.276, -17.800, 11.300, 20.212
-181.274, -18.178, 11.337, 20.245
-181.273, -18.557, 11.375, 20.278
-181.271, -18.937, 11.413, 20.311
-181.270, -19.318, 11.452, 20.344
-181.269, -19.701, 11.490, 20.377
-181.267, -20.085, 11.529, 20.410
-181.266, -20.470, 11.566, 20.443
-181.264, -20.857, 11.604, 20.476
-181.263, -21.244, 11.644, 20.509
-181.261, -21.633, 11.684, 20.542
-181.260, -22.024, 11.724, 20.575
-181.258, -22.416, 11.762, 20.608
-181.257, -22.809, 11.801, 20.641
-181.255, -23.203, 11.841, 20.674
-181.254, -23.599, 11.881, 20.707
-181.252, -23.996, 11.921, 20.740
-181.251, -24.394, 11.961, 20.773
-181.249, -24.794, 12.000, 20.806
-181.247, -25.195, 12.040, 20.839
-181.246, -25.597, 12.081, 20.872
-181.244, -26.001, 12.122, 20.905
-181.243, -26.406, 12.163, 20.938
-181.241, -26.813, 12.204, 20.971
-181.239, -27.221, 12.244, 21.004
-181.238, -27.630, 12.285, 21.037
-181.236, -28.040, 12.326, 21.070
-181.234, -28.452, 12.368, 21.103
-181.232, -28.866, 12.410, 21.136
-181.231, -29.280, 12.451, 21.169
-181.229, -29.696, 12.493, 21.202
-181.227, -30.114, 12.534, 21.235
-181.225, -30.533, 12.576, 21.268
-181.224, -30.953, 12.618, 21.301
-181.222, -31.375, 12.661, 21.334
-181.220, -31.798, 12.704, 21.367
-181.218, -32.222, 12.746, 21.400
-181.216, -32.648, 12.789, 21.433
-181.214, -33.076, 12.832, 21.466
-181.212, -33.504, 12.875, 21.499
-181.211, -33.935, 12.918, 21.532
-181.209, -34.366, 12.961, 21.565
-181.207, -34.799, 13.004, 21.598
-181.205, -35.234, 13.047, 21.631
-181.203, -35.670, 13.092, 21.664
-181.201, -36.108, 13.136, 21.697
-181.199, -36.547, 13.180, 21.730
-181.197, -36.987, 13.224, 21.763
-181.195, -37.429, 13.268, 21.796
-181.193, -37.872, 13.312, 21.829
-181.191, -38.317, 13.357, 21.862
-181.189, -38.764, 13.402, 21.895
-181.186, -39.211, 13.447, 21.928
-181.184, -39.661, 13.491, 21.961
-181.182, -40.112, 13.536, 21.994
-181.180, -40.564, 13.582, 22.027
-181.178, -41.018, 13.628, 22.060
-181.176, -41.473, 13.674, 22.093
-181.173, -41.930, 13.720, 22.126
-181.171, -42.389, 13.766, 22.159
-181.169, -42.849, 13.812, 22.192
-181.167, -43.310, 13.858, 22.225
-181.165, -43.774, 13.904, 22.258
-181.162, -44.238, 13.950, 22.291
-181.160, -44.704, 13.997, 22.324
-181.158, -45.172, 14.044, 22.357
-181.155, -45.641, 14.092, 22.390
-181.153, -46.112, 14.138, 22.423
-181.151, -46.585, 14.185, 22.456
-181.148, -47.059, 14.233, 22.489
-181.146, -47.534, 14.280, 22.522
-181.143, -48.012, 14.328, 22.555
-181.141, -48.491, 14.376, 22.588
-181.138, -48.971, 14.424, 22.621
-181.136, -49.453, 14.473, 22.654
-181.133, -49.937, 14.522, 22.687
-181.131, -50.422, 14.569, 22.720
-181.128, -50.909, 14.618, 22.753
-181.126, -51.397, 14.667, 22.786
-181.123, -51.887, 14.717, 22.819
-181.121, -52.379, 14.766, 22.852
-181.118, -52.873, 14.816, 22.885
-181.115, -53.368, 14.865, 22.918
-181.113, -53.865, 14.915, 22.951
-181.110, -54.363, 14.965, 22.984
-181.107, -54.863, 15.015, 23.017
